age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
79,217800,190000,high_school,business,7,good,no,0
76,1084400,764700,bachelors,travel,1,basic,no,0
29,917000,218700,phd,education,1,good,no,1
55,1217800,995600,phd,medical,1,fluent,no,1
24,193200,150500,high_school,business,4,basic,no,0
60,381900,111400,bachelors,medical,1,good,no,0
80,436000,370900,high_school,travel,1,fluent,no,0
21,2302900,1578800,phd,education,0,good,no,1
59,1011000,745200,bachelors,business,1,good,no,1
77,812500,401700,bachelors,travel,0,basic,no,0
71,455000,136700,bachelors,travel,6,basic,no,1
42,411700,308500,bachelors,travel,1,basic,no,0
24,629200,319700,high_school,travel,8,basic,no,1
76,1430000,1252100,masters,travel,4,basic,no,1
76,848700,224900,bachelors,travel,5,basic,no,0
54,1937200,806900,bachelors,business,8,good,yes,0
79,668300,468900,masters,travel,0,basic,no,0
18,596400,345400,high_school,business,2,fluent,no,1
56,212900,101100,high_school,medical,0,basic,yes,0
20,849600,574500,bachelors,medical,0,basic,no,0
76,2182400,1527700,masters,business,1,fluent,no,1
60,304700,177600,high_school,business,4,basic,no,0
75,1545700,601800,masters,business,6,good,no,1
53,1671200,1026200,bachelors,travel,0,fluent,no,1
23,517700,289400,bachelors,medical,4,good,yes,0
19,978000,731800,bachelors,travel,0,basic,no,0
39,1288300,824600,high_school,business,0,fluent,yes,0
64,613400,320500,high_school,business,0,fluent,no,1
27,1499300,245900,masters,business,3,good,no,1
71,285200,78500,bachelors,education,2,basic,no,0
33,1050600,422800,bachelors,travel,0,basic,yes,0
49,1436400,863300,phd,travel,0,fluent,no,1
30,260600,194000,high_school,travel,2,basic,no,0
47,445100,387200,bachelors,medical,5,basic,no,1
46,1054600,632600,bachelors,travel,0,good,no,1
18,457500,318700,high_school,education,4,fluent,yes,0
53,1992100,1227300,phd,medical,3,basic,no,1
67,1282100,606100,phd,travel,2,basic,no,1
76,780400,473900,bachelors,medical,0,good,no,0
38,984000,443300,phd,business,7,fluent,no,1
73,634700,311100,high_school,education,2,good,no,0
73,1680800,1400500,phd,business,1,fluent,no,1
80,1304600,747400,masters,travel,6,basic,no,1
41,428200,96500,high_school,business,6,good,no,1
71,1495800,812000,bachelors,business,4,good,yes,0
53,1396600,1208000,masters,business,6,good,no,1
21,935000,210400,bachelors,travel,0,good,yes,0
35,795600,698800,bachelors,travel,5,fluent,no,1
60,996000,887200,bachelors,travel,1,basic,no,1
28,197300,112600,high_school,travel,6,good,no,1
45,617100,246400,high_school,medical,1,basic,no,0
66,1331900,208400,high_school,medical,0,good,no,0
27,1097800,177400,masters,business,1,good,no,1
49,792100,349400,bachelors,travel,5,good,no,1
31,545100,401900,bachelors,travel,2,basic,no,1
51,708600,607100,high_school,education,5,fluent,no,1
33,485400,129200,high_school,travel,0,fluent,no,0
78,1998500,1030900,masters,education,0,fluent,no,1
22,336000,176800,high_school,business,2,fluent,no,1
78,758400,330100,masters,travel,1,basic,no,0
67,543600,301700,bachelors,education,4,good,no,1
71,2667900,2251100,masters,travel,8,basic,no,1
71,681500,326400,bachelors,education,3,fluent,no,1
29,719500,182300,masters,business,1,good,no,1
76,171100,111100,high_school,business,2,good,no,0
55,589200,102200,masters,business,7,fluent,no,1
78,1011400,864800,bachelors,business,4,basic,no,1
73,720800,616200,high_school,business,5,fluent,no,1
54,528800,115900,bachelors,travel,1,basic,no,0
41,389400,219300,high_school,travel,4,good,no,1
25,2104100,1574000,bachelors,education,0,fluent,yes,0
24,4285700,2136100,masters,travel,4,good,no,1
42,1830600,931900,masters,business,7,good,no,1
69,1783500,1565300,bachelors,education,7,basic,no,1
49,2863100,924400,phd,business,0,basic,no,1
48,2557400,1393100,bachelors,medical,6,basic,no,1
33,457700,108100,high_school,business,0,fluent,no,1
53,600000,226100,masters,travel,2,basic,no,1
58,1481300,1167500,high_school,medical,4,basic,no,1
79,317900,218500,high_school,travel,2,basic,no,0
63,306900,186900,high_school,travel,1,fluent,no,0
56,435100,102400,bachelors,education,4,basic,yes,0
75,703800,554600,bachelors,business,3,good,no,1
44,254000,94900,bachelors,education,3,good,no,1
76,344000,189600,bachelors,medical,2,basic,no,0
41,690700,224600,masters,medical,4,fluent,no,1
26,559800,302600,phd,travel,1,basic,no,1
44,969300,554100,high_school,travel,0,good,no,1
26,542300,219800,high_school,education,2,good,no,0
25,1039100,550100,bachelors,travel,4,fluent,no,1
73,698800,317600,high_school,business,0,fluent,no,1
68,675200,454500,bachelors,business,0,fluent,no,1
31,1302700,726800,bachelors,business,7,good,no,1
70,1247300,1008500,masters,travel,6,good,no,1
22,453600,84900,high_school,business,3,fluent,no,1
35,385200,65500,masters,business,5,fluent,no,1
62,1007400,293600,bachelors,business,8,fluent,no,1
37,486100,116100,masters,medical,2,basic,no,0
64,932500,507700,bachelors,business,0,good,no,1
73,1015800,304800,masters,business,3,good,no,1
22,460300,74600,masters,travel,7,basic,no,1
19,622900,225500,high_school,business,4,good,no,1
77,840500,447100,bachelors,medical,0,basic,no,0
50,1082700,742400,masters,medical,7,good,no,1
49,820200,392700,bachelors,travel,5,good,no,1
47,528400,460800,bachelors,travel,1,good,no,1
45,1047400,313800,bachelors,travel,9,good,no,1
61,666400,356900,masters,business,4,basic,no,1
54,299200,101700,high_school,business,6,basic,no,1
28,1096400,827800,bachelors,business,8,fluent,no,1
57,904400,263000,high_school,business,0,fluent,no,1
60,1055900,919900,bachelors,travel,5,good,no,1
25,867900,596600,masters,business,1,fluent,no,1
41,260300,147800,bachelors,business,6,fluent,no,1
67,1709000,938700,bachelors,travel,6,good,no,1
56,258100,108900,bachelors,travel,6,good,yes,0
26,1044200,173100,bachelors,business,5,fluent,no,1
20,3104700,2596600,masters,business,5,basic,no,1
54,586700,437800,high_school,business,0,basic,no,1
47,1141600,286700,masters,business,1,good,no,1
78,1198300,289500,masters,education,0,good,no,0
50,1084700,413400,masters,medical,6,good,no,1
76,2756100,1990900,bachelors,travel,3,basic,no,1
31,475800,250900,bachelors,travel,3,basic,no,1
46,317200,203200,high_school,education,0,fluent,no,0
26,902600,139600,phd,travel,3,basic,no,1
54,2533800,2135400,masters,business,2,fluent,no,1
29,550800,151100,bachelors,business,10,good,no,1
49,1232400,479600,masters,travel,6,good,no,1
39,1363400,1173000,bachelors,travel,2,good,no,1
29,1161100,812400,bachelors,business,5,good,no,1
24,1702700,908000,masters,business,0,basic,no,1
50,1178700,939600,high_school,travel,0,basic,no,0
77,1280400,250900,phd,business,3,good,no,1
30,756500,156800,masters,travel,4,basic,no,1
43,1171900,312200,phd,education,0,fluent,no,1
32,807200,281300,masters,travel,0,basic,no,1
68,3027700,2064200,bachelors,business,2,good,no,1
44,564400,310000,bachelors,business,0,basic,no,1
79,704800,330900,high_school,education,1,fluent,no,0
33,426000,313900,masters,travel,2,fluent,no,1
23,581300,225500,high_school,business,7,fluent,no,1
54,830600,177800,masters,business,1,fluent,no,1
59,783600,350700,high_school,education,0,good,no,0
80,794900,576200,high_school,education,0,fluent,no,0
72,1178000,595600,high_school,medical,0,basic,no,0
73,2029800,1792000,masters,travel,5,fluent,no,1
57,521000,412700,high_school,travel,1,good,no,0
40,321400,238900,high_school,travel,0,good,no,0
45,342900,250300,high_school,business,8,fluent,no,1
26,893600,523500,bachelors,education,5,fluent,no,1
45,1178700,973400,phd,travel,0,fluent,no,1
40,871800,516500,bachelors,business,0,basic,no,1
20,563600,242000,bachelors,medical,6,basic,no,1
30,1191200,353700,high_school,travel,4,basic,no,1
51,240400,182700,high_school,business,8,good,no,1
41,546700,234200,bachelors,travel,0,good,no,1
80,298800,222100,high_school,medical,5,basic,no,0
48,481700,427400,high_school,medical,0,good,no,0
78,1072600,481600,high_school,travel,1,basic,no,0
59,645800,261900,bachelors,medical,5,good,no,1
20,1028500,285500,masters,medical,4,fluent,no,1
30,778700,394400,high_school,education,0,good,no,0
62,808800,518000,masters,medical,0,basic,no,0
52,933700,359100,bachelors,travel,5,basic,no,1
37,1116500,574200,masters,education,0,basic,no,1
50,290100,160400,high_school,travel,1,good,no,0
74,753400,268500,masters,education,0,good,no,0
42,1182100,198200,masters,business,0,basic,no,1
20,2187700,681900,phd,education,6,fluent,no,1
37,1967900,1480600,masters,medical,0,good,no,1
76,1710900,613400,high_school,travel,2,fluent,no,0
65,1411500,226400,phd,medical,4,good,no,1
70,774900,363200,masters,travel,0,fluent,no,1
75,521700,345300,high_school,business,3,good,no,0
25,507600,362600,high_school,business,1,good,no,1
35,863600,397600,phd,education,6,fluent,no,1
21,667100,386200,high_school,travel,5,fluent,no,1
18,1231800,873500,masters,travel,5,good,no,1
70,396700,324100,bachelors,travel,1,basic,no,0
77,1769600,1114700,masters,travel,6,basic,no,1
27,196800,131500,high_school,travel,3,fluent,no,0
63,860600,192800,masters,medical,1,fluent,no,1
51,1423500,662400,bachelors,education,0,good,no,1
22,1509400,1232800,phd,education,0,basic,no,1
75,444000,120100,high_school,travel,0,good,yes,0
72,1595700,610300,high_school,medical,0,good,no,0
53,424200,279300,high_school,business,7,good,no,1
62,179700,148500,high_school,business,10,fluent,no,1
43,1386300,269300,phd,business,0,fluent,no,1
67,203200,163100,high_school,travel,8,basic,yes,0
46,342000,107800,high_school,travel,4,good,no,1
80,1370000,1090000,masters,education,2,good,no,1
21,419400,342600,high_school,travel,8,good,no,1
28,743700,544100,high_school,business,4,fluent,no,1
79,514400,433600,masters,travel,3,good,no,0
36,1213000,1056400,bachelors,medical,0,good,no,0
37,383800,323900,masters,business,0,basic,no,1
67,1562400,835600,bachelors,business,7,fluent,no,1
29,582500,289900,bachelors,business,0,basic,no,1
50,1756100,402000,bachelors,travel,0,basic,no,1
36,612600,191200,masters,business,0,good,no,1
30,2180600,1394000,bachelors,travel,2,good,yes,0
78,574400,141000,masters,travel,1,fluent,no,0
30,282000,241600,bachelors,travel,8,good,no,1
23,774700,248100,bachelors,travel,1,fluent,no,1
60,1917400,414100,masters,business,7,good,no,1
72,834800,272500,high_school,medical,3,good,no,0
26,1434200,267700,bachelors,travel,2,fluent,no,1
62,843900,231700,high_school,travel,0,good,no,0
52,619500,366000,masters,business,0,fluent,no,1
70,1153100,423000,bachelors,travel,6,good,no,1
25,796100,597800,bachelors,medical,5,basic,no,1
79,365700,165900,high_school,business,1,fluent,no,0
57,1192800,817600,phd,business,7,good,no,1
71,733400,499600,bachelors,business,5,basic,no,1
40,1648300,415100,bachelors,travel,0,basic,no,1
77,407100,78300,high_school,medical,3,basic,no,0
57,555500,434100,bachelors,travel,5,good,no,1
25,515200,348100,bachelors,travel,5,fluent,no,1
76,2760900,776500,masters,education,0,good,no,1
68,683000,450800,masters,education,0,fluent,no,1
36,1102700,437900,high_school,business,1,fluent,yes,0
52,429000,82600,bachelors,business,0,basic,no,1
42,714000,229600,high_school,travel,0,basic,no,0
52,624300,447500,high_school,education,3,fluent,yes,0
78,1490800,660500,bachelors,education,2,good,no,0
74,983200,549300,high_school,education,0,fluent,yes,0
31,1017500,256800,masters,education,3,good,no,1
79,563000,123600,bachelors,business,0,fluent,no,1
45,1320800,435100,high_school,travel,1,fluent,no,1
62,761300,384000,phd,business,5,fluent,no,1
66,217300,170600,bachelors,medical,7,basic,no,1
48,194400,140500,high_school,travel,0,fluent,no,0
46,311200,84000,bachelors,business,6,good,yes,0
46,1499700,305300,phd,business,7,fluent,no,1
72,2557200,816100,bachelors,education,3,good,no,1
42,246300,194400,bachelors,education,9,good,no,1
35,491900,264100,bachelors,education,0,good,no,1
40,794500,600000,bachelors,business,0,fluent,no,1
30,1264300,540100,high_school,medical,6,basic,no,1
42,490500,290800,bachelors,education,2,good,no,1
25,1346100,802300,masters,education,1,good,no,1
23,847700,525600,masters,education,0,fluent,no,1
63,2266900,1139400,high_school,medical,0,good,no,0
22,819100,269800,bachelors,medical,0,good,no,0
53,657100,309700,high_school,travel,0,good,no,0
67,792400,698200,bachelors,travel,9,good,no,1
63,774300,274200,masters,travel,0,good,no,1
46,1275600,884800,bachelors,education,5,fluent,no,1
30,514200,441500,masters,travel,0,fluent,no,1
76,251500,144500,bachelors,business,1,fluent,no,1
70,895500,463000,masters,business,7,good,no,1
56,1523200,366500,masters,medical,0,good,no,1
23,706700,505300,masters,medical,0,basic,no,0
20,1077700,898400,masters,medical,6,basic,no,1
37,497000,440100,masters,travel,0,fluent,yes,0
27,1357200,408800,bachelors,education,0,good,no,1
72,1082800,909600,bachelors,education,8,good,no,1
30,764800,327100,bachelors,travel,1,fluent,no,1
35,1067200,655600,masters,business,3,good,no,1
79,251100,79800,high_school,medical,0,basic,no,0
69,514700,173100,phd,business,0,basic,no,1
31,707400,434500,bachelors,travel,2,basic,no,1
42,1290200,662700,masters,education,4,fluent,no,1
50,1031900,901200,bachelors,education,0,fluent,no,1
59,885200,308400,phd,business,7,fluent,no,1
76,814200,658300,high_school,education,5,good,no,1
72,1652700,818700,bachelors,business,2,fluent,no,1
79,926400,232400,masters,education,2,basic,no,0
20,897000,295400,bachelors,business,3,fluent,no,1
32,674800,483700,bachelors,education,4,good,no,1
53,907400,698700,masters,education,0,basic,no,1
21,1067700,191800,masters,business,6,fluent,no,1
40,1378900,630900,high_school,business,2,fluent,no,1
27,1251500,651600,bachelors,education,8,good,no,1
76,850700,520000,high_school,business,8,fluent,no,1
21,421000,268600,high_school,business,0,fluent,no,1
27,461600,356800,bachelors,travel,1,basic,no,0
30,669500,237700,high_school,medical,2,basic,no,0
27,1499300,350800,bachelors,travel,2,good,no,1
53,1952000,565800,bachelors,travel,6,fluent,no,1
40,252400,215200,masters,medical,0,good,no,0
75,2905100,1626900,bachelors,travel,3,good,yes,0
34,679700,213600,high_school,travel,8,good,no,1
51,1781700,1317400,phd,travel,10,good,no,1
59,373600,220500,masters,travel,0,basic,no,0
57,664100,282600,bachelors,travel,9,good,yes,0
68,1699300,278200,phd,education,0,fluent,no,1
30,396500,292300,bachelors,business,2,fluent,no,1
49,154500,106300,bachelors,education,0,fluent,no,1
68,909800,315300,bachelors,business,3,good,no,1
72,525800,183600,high_school,travel,0,good,no,0
56,2149000,759900,masters,business,0,fluent,no,1
59,692800,452300,bachelors,travel,1,basic,no,0
72,927400,343700,masters,education,7,good,no,1
57,793100,303600,high_school,travel,3,fluent,no,1
77,954000,412600,high_school,business,4,fluent,no,1
26,512300,453500,bachelors,business,4,fluent,no,1
39,908400,449700,high_school,education,1,good,no,1
25,811100,351200,phd,business,0,fluent,no,1
23,981500,493200,masters,education,0,basic,no,0
47,1406600,969700,masters,travel,2,basic,no,1
32,1548200,1258300,masters,business,8,fluent,no,1
43,643800,575000,high_school,education,0,good,no,1
45,298300,153500,high_school,travel,4,fluent,no,1
57,270400,133900,bachelors,business,6,good,no,1
77,877100,348900,masters,medical,7,basic,no,1
71,1290700,947800,bachelors,business,0,basic,no,1
41,692000,444000,high_school,travel,8,good,no,1
38,1111100,469500,masters,travel,3,basic,no,1
66,538300,290100,high_school,travel,2,basic,no,0
25,896700,272900,bachelors,education,5,good,no,1
52,312800,209700,high_school,business,0,good,no,1
44,1161900,394000,bachelors,medical,5,good,no,1
29,1204900,496600,bachelors,travel,3,good,no,1
56,800000,160900,masters,medical,5,basic,no,1
38,1236900,389500,masters,education,6,fluent,no,1
29,210200,62300,high_school,medical,3,good,no,0
59,1073900,753300,masters,travel,0,good,no,1
28,904000,606400,masters,travel,0,basic,no,1
60,1944200,1076300,masters,travel,6,good,no,1
28,968900,426600,phd,education,3,good,yes,0
45,1568400,1281500,masters,travel,7,good,no,1
68,435800,354300,high_school,education,1,good,no,0
32,215200,129600,bachelors,business,2,fluent,no,1
66,668300,430000,bachelors,education,6,good,no,1
63,843000,630000,bachelors,business,5,fluent,no,1
74,1174200,812600,phd,medical,1,fluent,yes,0
28,828800,264100,bachelors,business,0,good,no,1
63,572600,302100,bachelors,business,7,good,yes,0
77,904500,238700,phd,education,5,good,no,1
66,523500,396300,masters,education,1,fluent,no,1
29,252300,161500,bachelors,education,2,good,no,1
69,1019300,901400,phd,medical,0,good,no,0
24,502100,126700,bachelors,business,1,basic,no,1
55,1370100,729700,bachelors,education,0,fluent,no,1
49,227800,157900,bachelors,travel,0,basic,no,0
51,1268300,1015300,phd,travel,6,basic,no,1
50,2429700,1919600,bachelors,travel,1,basic,no,1
19,684100,206300,bachelors,business,5,good,no,1
50,971200,861200,masters,travel,2,fluent,no,1
77,1229700,1089500,masters,education,0,fluent,no,1
45,713200,625300,high_school,business,1,good,no,1
35,431600,263400,high_school,medical,0,basic,no,0
80,620700,480400,phd,travel,4,fluent,no,1
24,1392700,288300,masters,business,7,fluent,no,1
48,264900,90500,bachelors,travel,5,basic,no,1
50,1195600,261800,bachelors,business,5,good,no,1
48,609900,322700,bachelors,business,6,fluent,no,1
76,974300,851100,masters,education,5,fluent,no,1
44,566600,360900,bachelors,business,2,fluent,no,1
79,2136700,1059700,masters,business,4,basic,no,1
22,619700,461400,high_school,education,1,fluent,no,0
64,814900,458600,masters,business,0,good,no,1
55,445800,219900,high_school,education,4,fluent,no,1
33,896500,557600,masters,education,4,good,no,1
32,2019400,1078100,high_school,business,0,good,no,1
63,261900,165300,high_school,travel,8,good,no,1
58,980300,737200,high_school,business,0,good,no,1
56,738600,366900,high_school,travel,4,basic,no,1
21,1764500,813900,bachelors,business,8,fluent,no,1
55,1374700,782200,masters,medical,1,good,no,1
79,974500,807400,masters,business,7,fluent,no,1
19,1325700,619400,bachelors,education,6,good,no,1
47,858400,674500,bachelors,business,4,basic,no,1
49,1145900,702300,bachelors,business,8,good,no,1
74,2133600,339900,masters,travel,3,good,no,1
35,568600,288400,high_school,travel,2,basic,no,0
47,599000,184400,bachelors,medical,4,fluent,no,1
63,379200,99600,high_school,business,1,fluent,no,1
21,692300,225600,high_school,business,1,basic,no,0
68,466700,319400,bachelors,travel,0,fluent,no,0
69,445800,276600,high_school,travel,1,good,no,0
63,317400,175400,high_school,medical,5,basic,no,0
58,1286400,670800,masters,medical,8,good,no,1
65,357300,157900,high_school,medical,9,basic,no,1
67,372800,303800,bachelors,business,0,basic,no,1
74,410700,348800,bachelors,travel,3,fluent,no,1
44,710500,513900,masters,education,3,good,no,1
46,746900,273500,masters,travel,0,basic,no,1
58,620500,518400,high_school,education,3,good,no,1
30,889900,680200,masters,business,1,fluent,no,1
71,927400,225400,bachelors,travel,8,good,no,1
66,969300,393800,bachelors,medical,0,fluent,no,0
57,1461600,578400,masters,business,6,fluent,no,1
37,340600,237600,masters,medical,7,basic,no,1
39,407000,221000,bachelors,travel,4,good,no,1
45,1026500,359400,bachelors,business,0,fluent,no,1
59,607000,196100,high_school,business,0,fluent,no,1
67,1294700,638500,bachelors,business,9,good,no,1
60,462300,300200,phd,travel,0,basic,no,1
76,582500,309600,bachelors,business,0,good,no,1
78,918200,317500,phd,travel,9,good,no,1
62,592200,364200,high_school,medical,5,good,no,1
41,992000,892000,masters,travel,4,fluent,no,1
55,1398800,395200,phd,business,0,fluent,no,1
44,913200,498900,masters,travel,2,basic,yes,0
57,1149400,496200,high_school,education,6,basic,no,1
69,1917700,601800,bachelors,travel,1,fluent,no,1
41,292200,235700,high_school,business,0,fluent,no,1
49,775500,673400,bachelors,travel,0,fluent,no,1
20,1676200,691700,phd,travel,3,basic,no,1
64,1043800,428400,bachelors,travel,0,good,no,1
48,431800,94500,high_school,business,6,fluent,no,1
46,870300,533800,bachelors,medical,0,basic,no,0
51,316700,53800,bachelors,business,0,basic,yes,0
31,748600,390900,bachelors,business,8,fluent,no,1
55,242000,64000,high_school,business,8,fluent,no,1
64,1286200,841500,masters,travel,4,fluent,no,1
40,292500,247700,high_school,travel,7,fluent,no,1
26,827500,179200,bachelors,business,0,fluent,no,1
42,901700,661200,bachelors,travel,2,basic,no,1
30,563400,435500,high_school,education,0,good,no,0
41,534400,150800,bachelors,business,2,fluent,no,1
57,866400,729500,masters,medical,5,good,no,1
25,1448500,891800,bachelors,travel,6,fluent,no,1
65,770100,424500,masters,business,0,fluent,no,1
32,765500,500300,bachelors,medical,1,basic,no,0
74,557000,203900,bachelors,education,10,good,yes,0
64,1894300,320200,phd,travel,3,good,no,1
35,1128000,543200,phd,education,0,basic,no,1
53,355000,251200,high_school,travel,1,basic,no,0
24,1085000,910300,phd,travel,1,good,no,1
24,851900,402600,masters,education,1,basic,no,1
78,1162300,404200,high_school,education,1,good,no,0
68,738100,183400,bachelors,business,2,fluent,no,1
27,252600,215100,high_school,travel,2,fluent,no,0
35,995200,321700,bachelors,travel,2,good,no,1
30,2886300,2405200,phd,business,0,fluent,no,1
42,1461200,420600,bachelors,medical,0,fluent,no,1
36,412400,67500,bachelors,travel,1,good,no,0
38,466100,148300,high_school,travel,7,basic,no,1
51,743900,386500,bachelors,travel,5,fluent,no,1
29,962800,396200,masters,travel,0,basic,no,1
73,666300,553600,high_school,business,2,fluent,no,1
63,626100,349900,bachelors,medical,3,good,no,1
65,457200,109000,bachelors,travel,2,good,no,0
28,1641800,1016300,masters,education,4,good,no,1
62,524300,231600,masters,travel,10,good,no,1
70,625700,412500,masters,business,0,fluent,no,1
29,406400,300600,bachelors,business,2,good,no,1
65,1059400,942000,bachelors,travel,2,fluent,no,1
40,1031300,600700,masters,business,2,basic,no,1
67,1581200,672100,masters,education,0,fluent,no,1
48,491200,233400,bachelors,medical,3,fluent,no,1
68,488300,220700,masters,travel,0,good,no,0
27,423300,206500,high_school,travel,4,basic,no,0
42,488800,84300,high_school,education,3,fluent,no,1
35,1212400,406800,phd,business,1,fluent,no,1
33,214200,190800,high_school,medical,9,basic,yes,0
37,1406300,1189700,phd,travel,6,good,no,1
42,462600,86100,bachelors,business,2,fluent,no,1
26,757000,669700,phd,business,10,good,no,1
62,1442700,1073300,bachelors,medical,6,good,no,1
52,292700,44500,masters,business,0,good,no,1
70,1161400,969900,masters,education,3,basic,no,1
62,901500,784600,bachelors,business,3,fluent,no,1
27,482200,299700,bachelors,business,3,good,no,1
22,422600,313300,high_school,medical,8,fluent,no,1
44,1480700,591400,bachelors,business,2,fluent,no,1
48,3181200,1842700,phd,business,0,fluent,no,1
33,1358700,949300,bachelors,travel,2,good,yes,0
67,2744200,1566800,masters,medical,5,good,no,1
54,517200,195700,bachelors,travel,1,fluent,no,1
65,317200,202000,bachelors,business,0,fluent,no,1
24,1049900,817700,phd,medical,1,good,no,1
69,841300,653700,high_school,education,4,good,no,1
30,272800,68000,bachelors,medical,0,basic,no,0
46,454500,220000,bachelors,education,1,basic,no,1
45,345100,61800,high_school,education,0,fluent,no,0
69,657400,410600,high_school,travel,2,good,no,0
35,1102400,365600,masters,travel,0,good,no,1
33,352800,299100,high_school,education,0,good,no,0
39,1073800,659000,masters,education,4,good,no,1
40,403100,181600,bachelors,medical,0,good,no,0
29,427400,298600,high_school,travel,0,good,no,0
29,377300,115300,bachelors,business,3,fluent,no,1
32,497500,108700,high_school,travel,0,basic,no,0
47,626300,135000,masters,travel,0,good,no,1
39,1105900,649300,bachelors,travel,1,basic,yes,0
42,532600,434900,high_school,education,1,fluent,no,1
63,667800,211700,bachelors,travel,2,good,no,1
33,2000600,1440500,bachelors,business,10,good,no,1
75,934000,166500,bachelors,travel,1,fluent,no,0
65,441300,183100,high_school,travel,3,good,no,0
29,392000,251000,high_school,medical,7,basic,no,1
37,395100,304100,bachelors,travel,2,good,no,1
29,938000,804200,masters,travel,5,basic,no,1
35,1152000,719300,masters,travel,2,fluent,no,1
41,264000,131200,bachelors,travel,3,good,no,1
26,255200,49900,high_school,business,8,fluent,no,1
18,732300,261200,masters,medical,0,fluent,no,0
45,295400,248800,high_school,medical,7,good,no,1
62,774700,454900,bachelors,travel,2,good,no,1
37,836200,340300,bachelors,travel,3,basic,no,1
72,505200,170100,high_school,business,2,good,no,0
41,1023800,240800,bachelors,travel,0,fluent,no,1
74,391700,279600,high_school,travel,0,fluent,no,0
32,737600,338800,bachelors,education,8,fluent,no,1
51,311200,265300,high_school,business,3,good,no,1
66,884700,434200,bachelors,education,6,basic,no,1
21,788800,602500,bachelors,business,0,fluent,no,1
76,279500,69200,high_school,education,0,basic,no,0
40,694700,182800,bachelors,travel,1,good,no,1
49,952600,338100,masters,business,0,good,no,1
57,1261400,370100,phd,travel,2,basic,no,1
58,643700,568100,high_school,education,8,fluent,no,1
19,363400,274800,high_school,travel,6,fluent,no,1
72,1151400,473600,bachelors,business,2,fluent,no,1
57,1296900,700200,masters,travel,1,good,no,1
80,507900,279300,bachelors,travel,3,good,no,0
47,403500,244300,bachelors,travel,3,fluent,no,1
56,681000,155100,masters,travel,4,good,no,1
45,240500,99000,high_school,business,2,good,yes,0
74,848200,181900,bachelors,travel,0,good,no,0
70,1450500,1217400,bachelors,education,0,good,yes,0
75,1653400,748300,bachelors,education,9,basic,no,1
49,534300,371500,masters,business,4,fluent,no,1
67,1166100,980200,bachelors,travel,8,good,yes,0
40,792500,302800,bachelors,travel,1,basic,no,1
47,202500,43700,bachelors,business,2,good,no,1
65,450100,181000,high_school,travel,1,fluent,yes,0
23,762000,497800,masters,business,7,fluent,no,1
62,1893100,993600,masters,business,0,fluent,no,1
18,669400,138000,phd,education,4,basic,no,1
54,1325700,268600,masters,business,0,fluent,no,1
48,509500,343700,high_school,education,0,fluent,no,1
47,341600,239900,bachelors,business,0,fluent,no,1
49,558400,129600,bachelors,travel,2,basic,no,1
48,1254700,936100,high_school,travel,6,good,no,1
43,687700,281400,bachelors,education,10,fluent,yes,0
46,1245100,250500,bachelors,education,3,fluent,no,1
53,862900,345500,high_school,travel,2,fluent,no,1
66,760100,530400,masters,travel,5,good,no,1
52,266800,171200,high_school,business,0,good,no,1
58,401500,205200,bachelors,travel,5,good,no,1
70,2161300,777500,masters,business,5,fluent,no,1
80,822400,381100,bachelors,travel,2,basic,no,0
24,208200,90800,high_school,business,0,good,no,1
62,1196800,529600,bachelors,medical,0,good,no,0
32,364000,188300,masters,travel,1,good,yes,0
30,617500,303500,masters,travel,8,fluent,no,1
67,791100,179500,bachelors,travel,3,basic,no,0
22,2161300,794600,high_school,business,2,good,no,1
71,1185000,292500,bachelors,business,2,good,no,1
66,414400,249300,high_school,medical,5,good,no,1
80,987900,461500,masters,education,1,fluent,no,1
60,1613000,1054800,masters,business,0,good,no,1
72,2126100,458600,masters,education,4,good,no,1
25,943100,385400,phd,travel,1,basic,no,1
74,670800,191400,bachelors,business,1,fluent,no,1
28,684600,150000,phd,travel,2,fluent,no,1
37,1090700,796300,bachelors,business,0,fluent,no,1
26,950100,235800,high_school,business,7,good,no,1
43,334900,94200,masters,education,6,good,no,1
65,781900,332400,masters,business,10,good,no,1
34,554500,204900,phd,medical,8,basic,no,1
69,587100,493100,high_school,education,1,basic,no,0
56,382900,341300,bachelors,education,1,basic,no,0
57,470600,219700,masters,travel,4,basic,no,1
77,1002400,301600,high_school,medical,0,good,no,0
45,690700,361600,bachelors,travel,10,basic,no,1
39,732000,381900,bachelors,travel,0,fluent,no,1
80,685200,342300,high_school,travel,2,fluent,no,0
53,921700,152300,high_school,medical,3,good,no,1
56,772600,190300,masters,business,7,good,no,1
36,434500,111100,high_school,travel,3,fluent,no,1
31,784000,324400,masters,education,3,basic,no,1
28,1763200,1032500,masters,travel,1,good,no,1
32,728700,589100,bachelors,medical,3,good,no,1
30,644600,204700,bachelors,travel,4,fluent,no,1
65,670000,488000,high_school,business,2,fluent,no,1
21,2663000,851200,masters,travel,5,fluent,no,1
57,562900,98200,high_school,travel,0,good,no,0
77,652300,415800,bachelors,business,1,fluent,no,1
66,3146500,978500,phd,business,8,fluent,no,1
43,1572000,1320100,bachelors,business,1,fluent,no,1
21,1451500,1233900,bachelors,education,3,good,no,1
70,820600,187700,phd,medical,2,fluent,no,1
18,388500,115000,high_school,travel,8,fluent,no,1
